Sales Person,Geo,Product,Date,Amount,Boxes
SP16,G1,P08,01-08-2022,5257,376
SP07,G2,P07,27-02-2023,1848,74
SP02,G4,P20,12-07-2022,5964,373
SP24,G4,P05,08-09-2023,4879,272
SP13,G5,P09,22-06-2023,5929,659
SP10,G6,P10,23-10-2022,4977,293
SP03,G2,P12,15-09-2022,8771,382
SP17,G1,P19,24-02-2023,84,4
SP03,G3,P16,28-09-2023,4053,451
SP18,G5,P10,22-10-2022,25207,1483
SP02,G3,P11,29-07-2022,6069,276
SP06,G5,P18,22-01-2023,1001,143
SP15,G5,P06,13-06-2023,10192,728
SP12,G1,P11,14-10-2022,5439,272
SP21,G4,P18,01-08-2023,3248,464
SP22,G3,P03,05-09-2022,5845,532
SP15,G6,P13,19-07-2023,2422,116
SP19,G1,P04,01-04-2023,2324,155
SP16,G3,P21,01-04-2023,17451,1247
SP25,G4,P05,11-09-2023,16100,895
SP20,G6,P08,08-07-2022,5712,408
SP15,G1,P04,28-07-2022,6685,372
SP11,G1,P06,30-06-2023,5838,390
SP25,G6,P15,14-08-2023,12796,534
SP12,G5,P17,18-04-2023,7315,563
SP06,G4,P15,27-11-2022,8428,338
SP03,G5,P03,28-01-2023,15190,1381
SP21,G4,P21,28-09-2023,5957,398
SP09,G4,P05,04-08-2023,12558,661
SP16,G6,P16,30-09-2023,5201,578
SP22,G3,P13,22-09-2023,6755,356
SP23,G5,P02,08-04-2023,9583,400
SP15,G3,P16,11-11-2022,5747,958
SP21,G5,P12,02-06-2023,4795,209
SP04,G6,P12,03-11-2022,3780,158
SP13,G4,P01,05-09-2022,8239,824
SP07,G2,P21,10-09-2023,1638,117
SP16,G6,P09,08-07-2022,3934,394
SP23,G3,P12,28-09-2023,2793,117
SP25,G4,P11,08-04-2023,3360,160
SP10,G2,P10,25-07-2022,1610,81
SP02,G5,P19,13-07-2023,14084,613
SP21,G4,P08,03-03-2023,5950,458
SP18,G2,P11,05-08-2022,4186,191
SP11,G2,P02,30-12-2022,8470,314
SP02,G3,P21,22-10-2022,3836,274
SP10,G1,P05,19-07-2023,10864,640
SP25,G3,P21,13-04-2023,6944,496
SP07,G2,P12,07-08-2023,14721,589
SP11,G4,P07,07-01-2023,5124,233
SP20,G2,P04,10-09-2022,259,15
SP10,G2,P12,16-08-2022,20132,839
SP06,G4,P06,16-12-2022,420,27
SP13,G1,P11,06-07-2023,9429,472
SP13,G2,P15,09-09-2023,1743,68
SP17,G2,P04,03-08-2022,3297,194
SP09,G4,P19,04-07-2023,6951,331
SP04,G3,P03,19-08-2022,210,20
SP16,G1,P06,04-09-2022,3003,177
SP07,G6,P16,18-08-2023,5614,624
SP06,G5,P07,22-07-2022,11326,472
SP12,G2,P19,02-02-2023,784,38
SP16,G5,P09,17-12-2022,952,106
SP01,G4,P12,14-07-2022,15218,662
SP12,G6,P20,22-12-2022,3416,201
SP24,G4,P18,01-09-2022,7469,934
SP18,G3,P09,13-03-2023,4956,620
SP16,G2,P04,01-09-2022,11935,664
SP21,G3,P02,31-07-2023,1162,49
SP24,G5,P02,15-09-2023,2884,111
SP04,G4,P12,30-10-2022,658,29
SP12,G3,P01,29-06-2023,2387,266
SP23,G2,P16,30-06-2023,3374,482
SP14,G3,P01,30-06-2023,5894,536
SP02,G2,P17,29-05-2023,105,11
SP14,G6,P09,10-02-2023,13839,1730
SP02,G3,P19,24-12-2022,441,21
SP22,G3,P21,29-04-2023,5761,444
SP01,G3,P18,16-09-2022,11634,1455
SP08,G5,P12,28-01-2023,3500,146
SP04,G3,P16,26-07-2023,10542,1172
SP06,G1,P01,16-05-2023,3752,417
SP23,G5,P01,26-09-2022,434,40
SP20,G5,P06,26-07-2022,8582,613
SP25,G5,P12,05-05-2023,10080,439
SP21,G1,P02,24-08-2022,1554,60
SP18,G5,P17,21-07-2022,21595,1964
SP12,G2,P06,18-05-2023,3759,235
SP24,G4,P08,28-10-2022,11074,923
SP07,G5,P05,09-12-2022,2114,133
SP21,G5,P14,21-11-2022,4690,522
SP24,G6,P06,16-08-2022,6594,388
SP01,G1,P16,21-11-2022,1918,214
SP15,G6,P05,03-12-2022,6153,324
SP21,G6,P04,02-02-2023,6629,415
SP05,G6,P19,04-11-2022,8071,385
SP22,G1,P05,28-02-2023,2380,149
SP09,G6,P18,24-07-2023,4340,434
SP10,G4,P05,04-05-2023,8407,526
SP25,G2,P01,08-03-2023,3178,265
SP15,G4,P15,02-05-2023,7084,273
SP05,G3,P07,17-05-2023,8330,363
SP11,G3,P08,23-09-2022,12040,860
SP07,G3,P01,11-02-2023,11711,976
SP04,G2,P19,23-12-2022,616,30
SP25,G2,P21,27-04-2023,2506,157
SP14,G4,P01,08-01-2023,8169,681
SP14,G2,P14,21-07-2022,3150,394
SP12,G2,P08,01-08-2022,1127,87
SP22,G3,P08,28-04-2023,8148,679
SP09,G5,P07,26-08-2022,7392,308
SP16,G6,P11,27-11-2022,6811,325
SP25,G6,P17,16-05-2023,4319,333
SP02,G1,P09,03-09-2023,2604,326
SP04,G5,P11,04-07-2022,2576,123
SP01,G6,P13,09-12-2022,2359,118
SP12,G3,P18,11-07-2022,7637,1091
SP05,G1,P06,31-07-2023,12138,810
SP07,G6,P13,23-03-2023,10409,548
SP02,G3,P01,20-11-2022,700,59
SP06,G3,P21,19-05-2023,5362,336
SP12,G2,P05,19-07-2022,12950,720
SP16,G1,P18,13-10-2022,6377,798
SP07,G3,P14,02-08-2022,7532,942
SP13,G5,P05,05-05-2023,3647,215
SP25,G6,P16,05-04-2023,7476,1246
SP24,G3,P06,09-10-2022,6160,363
SP06,G4,P01,14-04-2023,406,46
SP09,G4,P09,28-10-2022,2009,224
SP24,G3,P13,04-08-2023,2835,150
SP05,G1,P09,21-07-2022,5313,483
SP01,G2,P01,25-02-2023,7182,599
SP09,G6,P21,05-09-2022,1141,77
SP20,G6,P07,24-09-2022,4634,186
SP14,G1,P07,26-07-2022,1498,66
SP09,G4,P17,20-10-2022,10080,917
SP20,G5,P02,17-06-2023,16828,702
SP01,G2,P18,28-02-2023,7168,896
SP13,G4,P02,06-10-2022,2212,93
SP04,G2,P09,25-09-2022,12838,1284
SP03,G3,P21,04-11-2022,9590,685
SP24,G3,P16,09-02-2023,371,62
SP14,G6,P11,22-08-2023,16023,802
SP13,G6,P22,08-10-2022,42,2
SP09,G3,P18,02-01-2023,1302,145
SP20,G5,P17,21-09-2023,9163,917
SP16,G5,P04,04-08-2022,4382,274
SP14,G6,P17,10-03-2023,16646,1514
SP06,G6,P13,08-05-2023,7833,373
SP16,G3,P06,23-06-2023,3633,243
SP19,G6,P14,10-09-2023,9359,1337
SP07,G2,P15,28-07-2022,1225,46
SP11,G2,P13,18-05-2023,2247,103
SP18,G2,P10,28-01-2023,4249,250
SP05,G2,P16,14-07-2023,84,12
SP10,G2,P04,06-10-2022,2520,158
SP02,G4,P06,06-11-2022,6720,480
SP20,G3,P04,15-12-2022,7770,518
SP09,G2,P11,02-06-2023,2191,110
SP01,G4,P04,08-12-2022,12061,805
SP10,G1,P09,05-04-2023,2835,258
SP07,G2,P14,15-05-2023,6216,622
SP18,G6,P19,08-01-2023,5264,229
SP04,G3,P05,30-09-2022,2009,106
SP11,G3,P09,30-06-2023,7196,900
SP18,G2,P15,19-07-2022,9625,357
SP07,G5,P04,07-12-2022,11193,622
SP10,G1,P14,04-08-2022,3892,487
SP15,G4,P17,08-04-2023,9009,819
SP16,G5,P18,23-06-2023,2814,352
SP04,G1,P18,05-08-2022,5600,700
SP16,G4,P15,14-04-2023,2100,84
SP17,G1,P16,10-06-2023,6363,909
SP14,G6,P07,28-01-2023,168,8
SP23,G6,P06,13-01-2023,1211,72
SP07,G5,P19,24-09-2022,1806,76
SP19,G2,P12,30-05-2023,13965,582
SP10,G6,P09,08-09-2023,1932,215
SP10,G1,P15,26-02-2023,11179,415
SP23,G6,P04,06-07-2023,12229,720
SP23,G6,P19,29-05-2023,4088,195
SP22,G1,P07,18-12-2022,2331,106
SP10,G5,P06,28-10-2022,2184,156
SP01,G3,P14,08-08-2022,12621,1803
SP23,G1,P05,20-03-2023,2289,121
SP22,G5,P04,27-11-2022,728,49
SP24,G4,P09,20-06-2023,623,70
SP19,G2,P20,02-10-2022,2373,149
SP04,G1,P02,03-08-2023,1498,60
SP25,G2,P07,16-09-2022,2674,117
SP03,G2,P11,16-08-2023,2198,105
SP09,G4,P04,28-09-2023,17556,1171
SP08,G4,P11,04-08-2022,5285,279
SP05,G2,P11,16-09-2022,6412,338
SP23,G6,P21,24-02-2023,469,34
SP10,G1,P13,28-01-2023,12152,608
SP14,G4,P11,10-11-2022,1694,85
SP19,G5,P16,10-11-2022,6755,751
SP15,G4,P13,13-10-2022,12831,676
SP15,G2,P07,29-05-2023,1071,49
SP16,G4,P21,19-08-2022,9646,603
SP06,G6,P19,22-08-2023,7588,345
SP10,G6,P08,23-01-2023,6167,514
SP20,G1,P01,01-07-2022,2660,296
SP17,G3,P06,10-06-2023,6139,410
SP23,G2,P03,18-08-2022,2478,191
SP16,G3,P16,14-07-2022,5355,595
SP15,G2,P03,02-10-2022,1785,149
SP24,G2,P01,29-05-2023,4879,444
SP14,G6,P08,01-09-2022,1841,168
SP07,G3,P21,30-11-2022,12194,813
SP03,G3,P22,22-08-2022,9429,378
SP10,G6,P16,02-02-2023,329,55
SP10,G5,P16,08-10-2022,4011,446
SP02,G1,P17,07-04-2023,3164,244
SP13,G3,P21,01-06-2023,2331,180
SP20,G3,P07,14-07-2023,13426,584
SP02,G1,P20,23-08-2023,17227,1077
SP15,G1,P06,23-08-2023,11704,836
SP04,G3,P10,02-09-2022,3871,204
SP18,G1,P22,15-01-2023,210,10
SP05,G6,P15,16-09-2023,3052,114
SP15,G2,P15,26-07-2023,875,34
SP11,G3,P20,07-10-2022,7966,469
SP09,G1,P12,27-02-2023,2023,81
SP13,G3,P01,07-04-2023,462,39
SP10,G5,P04,18-09-2023,882,52
SP09,G5,P06,16-08-2023,777,52
SP15,G1,P19,07-12-2022,973,45
SP10,G6,P12,28-08-2023,1519,64
SP25,G5,P17,29-04-2023,13699,1246
SP09,G2,P14,08-04-2023,5628,626
SP17,G6,P09,16-05-2023,4025,504
SP03,G1,P18,02-06-2023,476,60
SP05,G1,P18,22-08-2023,2898,414
SP06,G5,P10,18-02-2023,4158,208
SP16,G5,P11,05-07-2023,4214,211
SP14,G6,P19,19-11-2022,2779,133
SP16,G2,P02,28-02-2023,18970,759
SP09,G6,P06,19-01-2023,5285,311
SP05,G3,P09,07-08-2023,9296,846
SP20,G1,P10,04-05-2023,11144,558
SP21,G4,P09,01-10-2022,3577,326
SP07,G3,P04,18-09-2022,8939,526
SP13,G5,P12,19-08-2022,5516,240
SP14,G6,P10,21-08-2023,3143,166
SP11,G1,P17,10-11-2022,49,5
SP06,G5,P15,23-10-2022,13167,507
SP02,G2,P05,15-01-2023,15729,926
SP04,G6,P01,20-02-2023,2898,290
SP05,G5,P09,21-04-2023,10738,1343
SP17,G1,P07,26-08-2022,2898,132
SP12,G6,P05,01-04-2023,4165,245
SP18,G4,P03,21-06-2023,2450,175
SP25,G3,P01,30-06-2023,1645,150
SP20,G6,P20,01-08-2022,3815,255
SP03,G6,P16,22-05-2023,847,142
SP13,G2,P04,18-08-2023,5243,328
SP11,G1,P16,13-03-2023,8057,1151
SP08,G2,P21,02-03-2023,6349,454
SP08,G1,P07,14-06-2023,7931,361
SP20,G5,P12,17-05-2023,987,43
SP19,G1,P02,23-12-2022,6174,238
SP18,G1,P17,02-08-2022,2905,291
SP02,G6,P06,24-09-2023,14791,871
SP08,G6,P07,15-01-2023,13321,580
SP14,G1,P16,23-08-2022,1379,230
SP12,G1,P02,11-07-2022,11473,479
SP15,G6,P18,23-05-2023,5103,567
SP01,G2,P12,29-09-2022,4998,218
SP22,G6,P01,13-07-2023,4151,378
SP02,G6,P01,29-09-2023,8197,684
SP04,G3,P17,05-04-2023,14238,1295
SP06,G6,P08,16-10-2022,4333,310
SP12,G2,P04,11-11-2022,8456,529
SP02,G1,P08,15-04-2023,9212,709
SP16,G6,P06,04-09-2022,2611,187
SP04,G4,P05,14-07-2023,12887,679
SP22,G1,P19,13-07-2023,4032,192
SP19,G2,P04,04-08-2023,12089,672
SP05,G6,P13,05-11-2022,9100,455
SP16,G2,P12,27-03-2023,1687,71
SP11,G5,P05,01-09-2023,9891,521
SP16,G3,P05,03-09-2022,7455,466
SP06,G4,P21,09-03-2023,13734,1057
SP11,G5,P08,07-07-2023,12915,1175
SP20,G1,P03,19-09-2022,10871,777
SP05,G2,P12,08-05-2023,6482,295
SP12,G5,P02,18-12-2022,2667,107
SP04,G3,P09,18-07-2023,3619,362
SP19,G5,P13,29-09-2023,5768,263
SP12,G4,P05,23-10-2022,1351,76
SP03,G6,P07,11-09-2022,3010,137
SP21,G4,P15,02-06-2023,7371,295
SP10,G2,P08,09-05-2023,1274,116
SP09,G5,P20,07-10-2022,1946,109
SP25,G5,P04,05-02-2023,8043,474
SP15,G5,P21,20-07-2023,21140,1510
SP05,G5,P18,10-02-2023,3626,454
SP08,G1,P19,16-08-2022,9086,379
SP06,G2,P01,30-01-2023,1267,106
SP10,G4,P02,03-03-2023,2513,101
SP16,G6,P04,28-07-2022,1218,82
SP03,G5,P15,01-07-2022,2086,87
SP03,G5,P06,08-07-2022,7798,459
SP12,G6,P06,19-07-2022,3031,217
SP19,G1,P20,18-07-2023,3801,224
SP17,G4,P01,17-09-2022,1673,140
SP16,G3,P15,18-04-2023,8953,359
SP15,G4,P16,22-03-2023,1575,263
SP10,G1,P18,29-09-2023,3710,530
SP17,G6,P17,18-08-2022,7196,655
SP12,G1,P09,21-04-2023,17192,2149
SP11,G5,P09,28-10-2022,4697,427
SP16,G2,P07,25-07-2022,329,14
SP16,G3,P01,06-02-2023,9268,773
SP15,G5,P19,05-08-2022,12642,527
SP03,G2,P08,13-03-2023,9618,802
SP11,G1,P11,10-05-2023,679,33
SP07,G5,P11,07-08-2023,1204,55
SP18,G4,P13,01-08-2022,6671,334
SP03,G3,P19,12-08-2022,8659,394
SP13,G6,P19,02-08-2022,1505,69
SP04,G3,P02,07-08-2023,4893,204
SP21,G6,P17,14-01-2023,4172,321
SP02,G4,P14,13-03-2023,11123,1236
SP15,G5,P01,23-10-2022,2702,226
SP19,G3,P21,23-02-2023,13265,948
SP24,G1,P11,17-05-2023,5103,256
SP13,G5,P17,03-08-2022,1806,139
SP08,G3,P08,11-05-2023,6013,463
SP16,G4,P11,01-07-2022,3045,153
SP06,G3,P03,06-07-2022,6937,534
SP15,G5,P17,05-11-2022,4109,317
SP10,G3,P02,30-09-2022,17339,667
SP19,G5,P19,08-01-2023,7546,343
SP01,G1,P18,03-11-2022,6475,810
SP25,G4,P04,27-11-2022,7259,427
SP13,G4,P11,15-03-2023,8036,383
SP10,G6,P07,25-07-2022,3738,156
SP03,G2,P15,02-10-2022,70,3
SP08,G5,P01,30-06-2023,2940,268
SP03,G2,P01,03-09-2022,15736,1431
SP20,G1,P04,02-05-2023,13069,727
SP13,G6,P15,03-08-2023,5915,237
SP25,G1,P13,29-03-2023,6573,346
SP11,G5,P19,19-07-2022,5117,233
SP19,G1,P03,15-01-2023,3052,218
SP23,G5,P03,05-07-2023,8764,675
SP05,G2,P07,07-10-2022,6615,288
SP04,G5,P21,21-04-2023,14637,1046
SP23,G5,P19,08-05-2023,2394,100
SP18,G5,P13,14-06-2023,7322,367
SP05,G4,P13,04-04-2023,5621,296
SP17,G5,P06,10-05-2023,5320,380
SP24,G1,P06,06-06-2023,12439,732
SP23,G2,P21,09-08-2023,3003,215
SP08,G4,P12,27-02-2023,13244,576
SP11,G5,P22,22-08-2023,8757,365
SP12,G1,P07,08-09-2023,6419,268
SP08,G2,P14,08-05-2023,5005,501
SP19,G6,P09,11-08-2022,4025,504
SP15,G3,P13,27-03-2023,8127,370
SP18,G3,P08,07-06-2023,3178,227
SP07,G1,P08,05-05-2023,7378,615
SP05,G1,P22,20-06-2023,3521,154
SP23,G6,P13,20-02-2023,6517,326
SP07,G5,P16,19-10-2022,588,98
SP16,G4,P05,11-08-2022,1064,60
SP13,G4,P18,25-11-2022,3689,527
SP19,G4,P03,27-03-2023,6671,514
SP16,G5,P16,16-09-2023,11200,1867
SP05,G1,P04,19-10-2022,6237,367
SP22,G2,P01,23-09-2023,6251,626
SP11,G2,P04,03-05-2023,1365,81
SP08,G6,P21,13-06-2023,2275,152
SP10,G3,P20,01-09-2022,2443,136
SP11,G3,P22,10-06-2023,5880,256
SP22,G5,P09,30-06-2023,8722,873
SP21,G2,P18,25-05-2023,833,105
SP15,G5,P16,07-07-2022,1988,332
SP17,G3,P22,13-03-2023,1897,76
SP24,G1,P21,21-04-2023,1666,112
SP24,G1,P03,09-09-2022,5649,471
SP06,G3,P22,28-07-2022,2058,86
SP07,G1,P17,10-09-2022,6482,541
SP12,G1,P20,06-03-2023,3745,221
SP16,G3,P02,21-06-2023,9835,394
SP15,G5,P22,10-11-2022,4641,194
SP06,G3,P09,23-10-2022,5166,517
SP02,G4,P13,19-02-2023,336,16
SP21,G3,P19,21-03-2023,4620,210
SP22,G4,P14,12-02-2023,5362,537
SP22,G4,P01,16-10-2022,4788,479
SP15,G5,P08,29-12-2022,7588,542
SP13,G5,P08,17-06-2023,11515,1047
SP11,G3,P21,02-08-2023,3374,225
SP21,G2,P10,30-09-2022,2051,121
SP09,G6,P15,16-09-2023,9443,364
SP05,G4,P17,22-05-2023,6216,518
SP13,G6,P03,15-12-2022,13433,1034
SP23,G3,P19,15-04-2023,5817,243
SP16,G5,P08,15-08-2022,4669,360
SP19,G6,P07,27-06-2023,1365,55
SP04,G2,P15,11-09-2022,931,35
SP09,G4,P08,14-03-2023,728,67
SP08,G1,P03,11-02-2023,9002,751
SP16,G4,P16,08-01-2023,8365,1395
SP13,G4,P15,02-05-2023,6762,261
SP07,G4,P01,23-10-2022,11655,1060
SP24,G2,P07,05-07-2022,1134,50
SP12,G6,P04,19-07-2022,13503,795
SP21,G2,P12,15-08-2022,7868,343
SP06,G1,P06,04-09-2023,8141,509
SP10,G5,P18,23-08-2022,8659,963
SP23,G2,P09,26-07-2022,9807,892
SP03,G1,P13,24-05-2023,12726,579
SP14,G2,P21,01-10-2022,77,6
SP02,G2,P10,17-09-2023,11872,625
SP23,G2,P14,25-02-2023,4746,528
SP09,G2,P05,15-01-2023,2821,177
SP11,G1,P09,16-12-2022,15162,1896
SP02,G4,P03,28-02-2023,4844,346
SP07,G5,P22,26-02-2023,4102,187
SP19,G3,P10,01-03-2023,1008,54
SP09,G2,P07,19-05-2023,8183,372
SP12,G2,P17,04-09-2022,4872,488
SP16,G1,P14,09-03-2023,588,59
SP17,G5,P21,16-09-2022,5978,427
SP05,G4,P18,28-04-2023,2191,244
SP05,G1,P11,22-08-2022,1610,77
SP01,G5,P18,15-12-2022,12670,1584
SP01,G1,P15,21-03-2023,4018,161
SP02,G1,P02,22-08-2022,448,18
SP13,G3,P02,17-08-2023,9772,376
SP05,G3,P15,08-05-2023,4879,188
SP07,G4,P02,20-07-2023,4851,203
SP08,G2,P03,25-04-2023,4788,436
SP06,G4,P07,04-08-2022,2317,106
SP08,G4,P09,19-08-2022,12194,1109
SP21,G1,P22,09-08-2022,11424,476
SP19,G5,P01,18-02-2023,3192,266
SP21,G6,P10,28-09-2023,9436,525
SP21,G1,P20,22-01-2023,10255,641
SP02,G5,P04,09-12-2022,13566,754
SP13,G3,P06,11-02-2023,3899,260
SP09,G3,P17,15-08-2023,273,21
SP06,G4,P11,01-12-2022,4508,215
SP14,G2,P02,12-07-2022,1148,43
SP09,G4,P11,28-07-2022,4466,236
SP05,G3,P20,03-08-2022,8953,498
SP12,G4,P08,03-08-2023,5523,425
SP17,G2,P06,03-09-2023,2800,175
SP13,G3,P10,26-02-2023,2548,142
SP04,G4,P09,10-08-2023,11459,1433
SP21,G5,P06,13-01-2023,10423,695
SP03,G1,P06,30-12-2022,5334,381
SP04,G6,P05,26-07-2022,13160,693
SP20,G3,P12,19-04-2023,6237,260
SP09,G3,P03,27-07-2023,4158,320
SP18,G5,P07,27-01-2023,2926,118
SP11,G1,P10,28-01-2023,1505,84
SP02,G6,P22,09-12-2022,2275,91
SP08,G3,P17,29-12-2022,10878,1088
SP08,G6,P01,15-05-2023,13902,1545
SP19,G6,P06,19-10-2022,7448,466
SP05,G2,P03,06-06-2023,7007,539
SP25,G6,P13,12-08-2022,9401,495
SP07,G5,P09,29-01-2023,2170,217
SP14,G1,P10,03-08-2022,9765,489
SP17,G3,P21,27-07-2023,4900,327
SP14,G4,P05,10-08-2022,7777,410
SP20,G6,P10,13-11-2022,7364,369
SP17,G5,P04,03-08-2022,6398,427
SP11,G5,P12,12-11-2022,1281,52
SP07,G4,P17,26-07-2023,4634,422
SP18,G4,P20,14-01-2023,7637,510
SP05,G6,P08,30-06-2023,2870,221
SP02,G2,P04,23-10-2022,11844,658
SP12,G5,P10,03-02-2023,6475,381
SP04,G5,P02,28-01-2023,10409,434
SP01,G6,P02,07-03-2023,1631,63
SP10,G5,P19,14-08-2023,406,17
SP02,G3,P04,11-11-2022,7091,473
SP09,G2,P08,22-08-2023,5131,467
SP01,G5,P17,06-06-2023,1400,128
SP04,G4,P10,26-10-2022,12376,688
SP14,G1,P05,19-08-2022,2821,149
SP09,G2,P01,18-08-2022,14602,1217
SP12,G4,P10,19-01-2023,16695,983
SP19,G1,P08,02-08-2022,6825,525
SP13,G6,P09,03-11-2022,1148,128
SP21,G2,P01,22-10-2022,2583,235
SP21,G3,P09,28-07-2022,532,67
SP08,G4,P16,09-12-2022,10920,1820
SP02,G4,P16,05-09-2022,5327,666
SP25,G3,P20,18-05-2023,1365,81
SP05,G5,P04,04-05-2023,3213,179
SP17,G4,P22,22-09-2023,5355,215
SP25,G1,P15,10-09-2023,3437,133
SP17,G3,P09,01-03-2023,5733,717
SP23,G4,P17,16-12-2022,1043,81
SP16,G5,P07,11-09-2023,12306,560
SP20,G3,P22,03-11-2022,1008,46
SP08,G1,P02,30-06-2023,5208,209
SP04,G4,P01,14-06-2023,2842,259
SP01,G2,P17,28-02-2023,10017,835
SP01,G5,P11,17-08-2023,6720,336
SP02,G6,P08,30-06-2023,280,22
SP04,G5,P14,08-09-2023,168,21
SP24,G2,P19,10-03-2023,5033,219
SP14,G5,P06,03-09-2023,8113,580
SP18,G6,P10,22-08-2022,5677,284
SP11,G3,P03,19-01-2023,9205,837
SP08,G5,P03,09-02-2023,2618,238
SP02,G4,P12,13-07-2022,9478,380
SP18,G3,P19,12-02-2023,5033,219
SP15,G2,P02,02-12-2022,14238,548
SP11,G5,P11,21-07-2022,14,1
SP20,G5,P08,13-01-2023,6790,523
SP12,G5,P03,08-08-2022,1092,84
SP20,G4,P15,08-08-2022,1729,65
SP10,G1,P16,30-05-2023,357,60
SP09,G1,P18,09-09-2022,2163,271
SP01,G6,P12,10-09-2022,4165,190
SP16,G3,P12,07-12-2022,6678,279
SP10,G6,P13,03-09-2022,2289,115
SP07,G6,P19,16-09-2022,2674,112
SP23,G4,P18,11-02-2023,13783,1723
SP09,G2,P15,30-06-2023,6426,268
SP17,G4,P09,11-09-2022,4270,427
SP21,G6,P22,28-02-2023,4494,188
SP16,G6,P03,20-07-2022,3752,342
SP09,G5,P08,15-04-2023,4599,354
SP19,G3,P19,17-05-2023,7322,349
SP25,G4,P02,02-08-2022,427,16
SP13,G1,P17,07-10-2022,693,63
SP19,G4,P22,25-11-2022,2422,101
SP24,G6,P17,09-12-2022,2429,203
SP05,G5,P12,12-11-2022,8512,355
SP08,G5,P17,22-05-2023,4823,371
SP22,G1,P15,02-05-2023,4452,172
SP02,G1,P03,04-09-2022,2737,211
SP24,G6,P09,24-03-2023,9345,850
SP24,G2,P03,12-07-2023,4018,366
SP10,G1,P20,01-08-2023,4739,264
SP11,G4,P17,15-09-2022,12012,1092
SP22,G3,P10,20-03-2023,7756,409
SP07,G3,P05,20-10-2022,6524,344
SP13,G2,P13,12-07-2023,11844,624
SP07,G2,P13,01-03-2023,1743,88
SP07,G2,P17,21-09-2023,3472,348
SP25,G3,P12,12-10-2022,13951,635
SP08,G3,P10,25-07-2023,119,7
SP14,G2,P22,28-02-2023,21,1
SP15,G2,P20,03-05-2023,9114,507
SP04,G4,P08,23-10-2022,5656,472
SP09,G3,P21,26-08-2022,1274,98
SP19,G3,P18,11-05-2023,2835,355
SP07,G6,P02,05-09-2022,16849,649
SP20,G4,P13,26-02-2023,11319,566
SP06,G1,P10,16-05-2023,8610,431
SP03,G2,P19,11-08-2022,3787,181
SP21,G3,P08,30-11-2022,3955,360
SP06,G5,P09,05-10-2022,13293,1477
SP02,G6,P15,05-07-2023,175,7
SP10,G3,P22,22-10-2022,7567,329
SP14,G5,P13,04-09-2022,5061,231
SP05,G2,P04,02-08-2022,7623,449
SP18,G2,P19,27-04-2023,13048,622
SP10,G4,P03,17-11-2022,4970,383
SP08,G5,P16,15-08-2023,4270,475
SP15,G3,P19,05-08-2022,10871,518
SP11,G6,P12,14-08-2023,2310,97
SP18,G6,P03,02-02-2023,10080,840
SP09,G5,P16,08-01-2023,553,93
SP04,G3,P08,18-09-2023,2940,245
SP09,G6,P08,24-08-2022,11949,854
SP11,G3,P05,15-06-2023,952,53
SP17,G2,P13,02-05-2023,8442,423
SP09,G1,P20,06-07-2022,3052,204
SP19,G1,P05,14-06-2023,13356,786
SP16,G2,P05,21-06-2023,6951,435
SP21,G4,P10,30-06-2023,5978,333
SP08,G1,P11,25-07-2023,1855,89
SP15,G4,P09,14-08-2023,5376,672
SP01,G4,P05,22-03-2023,6076,380
SP03,G4,P20,10-03-2023,1043,58
SP24,G4,P12,09-12-2022,9352,390
SP12,G2,P13,10-08-2022,1624,78
SP17,G5,P07,06-04-2023,19894,865
SP07,G1,P01,12-02-2023,7595,760
SP21,G3,P22,18-05-2023,10017,418
SP20,G4,P05,30-03-2023,1414,84
SP14,G3,P10,10-08-2022,161,9
SP11,G4,P15,07-08-2023,6706,269
SP20,G2,P10,03-02-2023,3486,206
SP20,G2,P03,24-03-2023,7168,652
SP14,G3,P21,05-02-2023,1883,118
SP16,G3,P22,15-09-2023,8659,377
SP12,G6,P19,05-04-2023,9107,414
SP08,G4,P07,09-12-2022,13706,623
SP19,G3,P02,16-12-2022,19054,733
SP20,G2,P16,22-06-2023,8974,1122
SP12,G5,P20,11-05-2023,2359,132
SP06,G2,P12,20-01-2023,1526,70
SP17,G5,P12,05-07-2022,10822,471
SP18,G4,P01,26-05-2023,4018,335
SP08,G5,P15,07-06-2023,7364,295
SP25,G2,P20,02-06-2023,9016,602
SP21,G3,P21,11-05-2023,9786,753
SP03,G5,P08,09-12-2022,2632,240
SP23,G6,P12,08-06-2023,6930,289
SP18,G5,P08,25-05-2023,1407,109
SP23,G4,P03,12-08-2022,27146,1939
SP19,G1,P19,26-05-2023,637,31
SP21,G5,P21,28-04-2023,7406,494
SP15,G3,P21,08-01-2023,5103,393
SP15,G6,P09,30-09-2022,840,105
SP06,G1,P08,17-03-2023,11830,910
SP12,G1,P18,30-09-2023,8281,921
SP25,G6,P05,11-02-2023,9093,535
SP04,G6,P21,04-08-2023,4606,355
SP04,G6,P19,09-12-2022,3066,134
SP04,G3,P20,19-11-2022,8946,527
SP16,G4,P01,04-05-2023,4564,381
SP01,G4,P02,05-09-2022,3696,143
SP04,G1,P14,29-01-2023,4543,505
SP15,G4,P06,02-08-2022,931,67
SP04,G1,P13,21-03-2023,8316,438
SP06,G6,P20,02-05-2023,8106,451
SP01,G5,P09,21-03-2023,2121,213
SP08,G4,P19,02-05-2023,6790,283
SP08,G3,P19,24-12-2022,6566,274
SP10,G1,P19,24-11-2022,6706,292
